lemma,Level,pos,is_stop,frequency
greet,B1,VERB,False,10
come_across,Advanced / Unknown,VERB,False,1
ride_up,Advanced / Unknown,VERB,False,5
blest,Advanced / Unknown,ADJ,False,1
pond,B1,NOUN,False,1
excuse,B1,VERB,False,2
worrite,Advanced / Unknown,VERB,False,1
put_up,Advanced / Unknown,VERB,False,2
hand_down,Advanced / Unknown,VERB,False,1
conspiracy,Advanced / Unknown,NOUN,False,4
unmask,Advanced / Unknown,VERB,False,3
ourselves,B1,PRON,True,9
get_in,Advanced / Unknown,VERB,False,3
turn_down,Advanced / Unknown,VERB,False,1
landing,A2,NOUN,False,9
bollard,Advanced / Unknown,NOUN,False,1
steam,A1,NOUN,False,8
gangway,Advanced / Unknown,NOUN,False,3
shroud,Advanced / Unknown,NOUN,False,5
gorhendad,Tolkien Lore (Names/Places),PROPN,False,1
oldbuck,Tolkien Lore (Names/Places),PROPN,False,2
boundary,Advanced / Unknown,NOUN,False,3
excavate,Advanced / Unknown,VERB,False,1
virtually,A1,ADV,False,1
independent,B1,ADJ,False,2
dependant,Advanced / Unknown,NOUN,False,1
thickly,A1,ADV,False,3
inhabited,Advanced / Unknown,ADJ,False,2
colony,Advanced / Unknown,NOUN,False,2
rushey,Tolkien Lore (Names/Places),PROPN,False,1
unprotected,Advanced / Unknown,ADJ,False,1
hay,B2,PROPN,False,2
loop,Advanced / Unknown,NOUN,False,5
haysend,Tolkien Lore (Names/Places),PROPN,False,2
withywindle,Tolkien Lore (Names/Places),PROPN,False,12
shore,A1,NOUN,False,52
tie_up,Advanced / Unknown,VERB,False,1
hurry_up,Advanced / Unknown,VERB,False,3
goodness,B2,INTJ,False,3
indoor,A2,NOUN,False,1
outskirt,Advanced / Unknown,NOUN,False,1
circle,A1,NOUN,False,26
outer,B1,ADJ,False,9
fashioned,Advanced / Unknown,ADJ,False,2
countrified,Advanced / Unknown,ADJ,False,1
storey,Advanced / Unknown,NOUN,False,2
shuttered,Advanced / Unknown,ADJ,False,1
stream_out,Advanced / Unknown,VERB,False,1
load,A2,NOUN,False,3
selling,Advanced / Unknown,NOUN,False,1
retirement,A2,NOUN,False,1
hang_up,Advanced / Unknown,VERB,False,1
throw_open,Advanced / Unknown,VERB,False,1
firelight,Tolkien Lore (Names/Places),PROPN,False,6
blessed,Tolkien Lore (Names/Places),ADJ,False,3
tub,B2,NOUN,False,1
copper,B2,NOUN,False,3
boiling,A1,NOUN,False,1
towel,A2,NOUN,False,1
mat,Tolkien Lore (Names/Places),NOUN,False,4
soap,B2,NOUN,False,1
snatch,Advanced / Unknown,NOUN,False,2
compete,B1,VERB,False,1
bathroom,B2,NOUN,False,1
mix,A1,VERB,False,1
splash,A1,VERB,False,7
wallow,C2,VERB,False,1
hey,A2,INTJ,False,16
loon,Advanced / Unknown,NOUN,False,1
noble,B1,ADJ,False,5
ripple,Advanced / Unknown,VERB,False,13
thirsty,B1,ADJ,False,4
pour_down,Advanced / Unknown,VERB,False,1
whoa,Advanced / Unknown,INTJ,False,4
imitate,B2,VERB,False,1
lawks,Tolkien Lore (Names/Places),PROPN,False,1
mop_up,Advanced / Unknown,VERB,False,1
liking,Advanced / Unknown,NOUN,False,5
injure,B2,VERB,False,1
standard,A1,NOUN,False,1
heave,Advanced / Unknown,VERB,False,4
scared,A1,ADJ,False,5
exclamation,Advanced / Unknown,NOUN,False,3
open_out,Advanced / Unknown,VERB,False,2
exchange,A2,VERB,False,1
straighten,B1,VERB,False,1
comical,Advanced / Unknown,ADJ,False,2
dust,B2,NOUN,False,4
beloved,A1,ADJ,False,5
conspirator,Advanced / Unknown,NOUN,False,3
terrify,A2,VERB,False,2
planning,B2,NOUN,False,1
trip,A2,VERB,False,1
completely,B1,ADV,False,3
amazed,B1,ADJ,False,2
inquisitiveness,Advanced / Unknown,NOUN,False,1
downfall,B1,NOUN,False,1
slow_down,Advanced / Unknown,VERB,False,2
presto,Advanced / Unknown,INTJ,False,1
peep_through,Advanced / Unknown,VERB,False,1
admit,B2,VERB,False,5
intriguing,Advanced / Unknown,ADJ,False,1
teen,A2,NOUN,False,1
rapid,B1,ADJ,False,7
scrupulous,Advanced / Unknown,ADJ,False,1
investigator,A2,NOUN,False,1
masked,Advanced / Unknown,ADJ,False,1
sinister,Advanced / Unknown,ADJ,False,2
cupboard,A1,NOUN,False,1
collector,B2,NOUN,False,1
parole,Advanced / Unknown,NOUN,False,1
dry_up,Advanced / Unknown,VERB,False,2
unable,B1,ADJ,False,9
amused,A2,ADJ,False,2
foolish,A2,ADJ,False,7
unhappily,Advanced / Unknown,ADV,False,2
depend,B1,VERB,False,5
horribly,Advanced / Unknown,ADV,False,1
hound,Tolkien Lore (Names/Places),NOUN,False,3
deceitful,Advanced / Unknown,ADJ,False,1
scoundrel,Advanced / Unknown,NOUN,False,1
give_in,Advanced / Unknown,VERB,False,2
model,A1,NOUN,False,1
glade,Tolkien Lore (Names/Places),NOUN,False,13
unsafe,B1,ADJ,False,2
stable,B2,ADJ,False,6
extra,A2,ADJ,False,2
perishable,Advanced / Unknown,ADJ,False,1
efficient,B2,ADJ,False,1
break_through,Advanced / Unknown,VERB,False,1
get_through,Advanced / Unknown,VERB,False,1
frighten,B1,VERB,False,4
determined,B2,ADJ,False,1
possibly,B1,ADV,False,4
horrify,B1,VERB,False,1
nightmare,A1,NOUN,False,1
budgeford,Tolkien Lore (Names/Places),PROPN,False,1
bridgefields,Tolkien Lore (Names/Places),PROPN,False,1
pretence,Advanced / Unknown,NOUN,False,1
bring_along,Advanced / Unknown,VERB,False,1
fort,Advanced / Unknown,NOUN,False,3
arguing,Advanced / Unknown,NOUN,False,1
tidy_up,Advanced / Unknown,VERB,False,1
ache,A2,VERB,False,3
vague,B1,ADJ,False,8
smell_out,Advanced / Unknown,VERB,False,1
heath,Advanced / Unknown,NOUN,False,1
salt,A1,NOUN,False,2
struggle_up,Advanced / Unknown,VERB,False,2
bewildered,Advanced / Unknown,ADJ,False,1
baggage,B2,NOUN,False,13
carrier,C1,NOUN,False,1
sluggard,Advanced / Unknown,NOUN,False,1
spinney,Advanced / Unknown,NOUN,False,1
glisten,Advanced / Unknown,VERB,False,8
twig,Advanced / Unknown,NOUN,False,6
dew,Advanced / Unknown,NOUN,False,6
fowl,Advanced / Unknown,NOUN,False,2
chatter,Advanced / Unknown,VERB,False,2
sturdy,Advanced / Unknown,ADJ,False,4
speedy,Advanced / Unknown,ADJ,False,1
mount,B2,VERB,False,21
rid_off,Advanced / Unknown,VERB,False,1
reluctantly,C1,ADV,False,4
forbiddingly,Advanced / Unknown,ADV,False,1
net_over,Advanced / Unknown,VERB,False,1
cobwebs,Advanced / Unknown,NOUN,False,1
inwards,Advanced / Unknown,ADV,False,4
cutting,Advanced / Unknown,NOUN,False,3
went,Advanced / Unknown,AUX,False,2
arch,B1,VERB,False,26
rescue,B2,VERB,False,3
ride_down,Advanced / Unknown,VERB,False,4
damp,B1,ADJ,False,5
iron,B1,NOUN,False,10
bar,B1,NOUN,False,13
unlock,A2,VERB,False,1
pass_through,Advanced / Unknown,VERB,False,3
clang,Tolkien Lore (Names/Places),NOUN,False,3
click,A1,VERB,False,2
bogey,Advanced / Unknown,NOUN,False,1
nurse,A1,NOUN,False,1
trailer,B2,NOUN,False,1
unintelligible,Advanced / Unknown,ADJ,False,1
hem_in,Advanced / Unknown,VERB,False,1
cut_down,Advanced / Unknown,VERB,False,2
bonfire,Tolkien Lore (Names/Places),NOUN,False,4
whenever,A1,SCONJ,True,2
stem,B1,NOUN,False,13
twisted,B2,ADJ,False,8
squat,Advanced / Unknown,ADJ,False,1
gnarled,Advanced / Unknown,ADJ,False,5
moss,B2,NOUN,False,1
shaggy,Advanced / Unknown,ADJ,False,2
pick,A2,VERB,False,3
plod,Advanced / Unknown,VERB,False,5
writhe,Advanced / Unknown,VERB,False,3
interlacing,Advanced / Unknown,ADJ,False,1
occasional,B2,ADJ,False,3
drip,Advanced / Unknown,NOUN,False,5
moisture,A2,NOUN,False,1
whispering,Advanced / Unknown,NOUN,False,3
uncomfortable,B2,ADJ,False,6
disapproval,B1,NOUN,False,1
deepen,Advanced / Unknown,VERB,False,9
enmity,Advanced / Unknown,NOUN,False,1
oi,Tolkien Lore (Names/Places),PROPN,False,2
muffle,Advanced / Unknown,VERB,False,1
uncertain,A2,ADJ,False,2
circular,A1,ADJ,False,1
lifting,Advanced / Unknown,NOUN,False,1
shine_down,Advanced / Unknown,VERB,False,3
clearing,Advanced / Unknown,NOUN,False,3
enclose,B2,VERB,False,5
stalky,Advanced / Unknown,ADJ,False,1
hemlock,Advanced / Unknown,NOUN,False,4
parsley,Advanced / Unknown,NOUN,False,1
seeding,Advanced / Unknown,NOUN,False,1
fluffy,Advanced / Unknown,ADJ,False,1
rampant,Advanced / Unknown,ADJ,False,1
nettle,Advanced / Unknown,NOUN,False,1
thistle,Advanced / Unknown,NOUN,False,1
dreary,Advanced / Unknown,ADJ,False,4
hopefully,A1,ADV,False,4
broaden,A1,VERB,False,3
draw_in,Advanced / Unknown,VERB,False,1
relent,Advanced / Unknown,VERB,False,2
unhindered,Advanced / Unknown,ADJ,False,3
stumble,A2,VERB,False,14
hidden,B2,ADJ,False,9
thud,Advanced / Unknown,NOUN,False,3
wearisome,B2,ADJ,False,2
overhang,Advanced / Unknown,VERB,False,3
crash,A2,NOUN,False,9
rousing,Advanced / Unknown,ADJ,False,1
depressed,B2,ADJ,False,3
menace,C2,NOUN,False,3
propose,B1,VERB,False,2
bald,A1,ADJ,False,2
encircle,Advanced / Unknown,VERB,False,5
directly,B1,ADV,False,2
dip,B1,VERB,False,2
shaven,Advanced / Unknown,ADJ,False,4
crown,A2,NOUN,False,28
lead_up,Advanced / Unknown,VERB,False,5
hazy,Advanced / Unknown,ADJ,False,3
midst,B2,NOUN,False,18
point_out,Advanced / Unknown,VERB,False,3
eleven,B2,NUM,True,1
noon,B2,NOUN,False,19
descend,B1,VERB,False,10
rapidly,B2,ADV,False,3
discussion,B2,NOUN,False,1
misleading,A2,ADJ,False,1
climb_up,Advanced / Unknown,VERB,False,9
pine,A2,NOUN,False,8
replace,B2,VERB,False,1
nameless,Tolkien Lore (Names/Places),ADJ,False,6
get_along,Advanced / Unknown,VERB,False,1
unaccountably,Advanced / Unknown,ADV,False,2
veer,Advanced / Unknown,VERB,False,3
tangle,C1,VERB,False,4
rut,Advanced / Unknown,NOUN,False,2
moat,Advanced / Unknown,NOUN,False,1
sunken,Advanced / Unknown,ADJ,False,2
disused,Advanced / Unknown,ADJ,False,1
troublesome,A2,ADJ,False,1
matted,Advanced / Unknown,ADJ,False,1
yield,C1,VERB,False,7
clamber_out,Advanced / Unknown,VERB,False,1
head_off,Advanced / Unknown,VERB,False,1
scramble,B1,VERB,False,5
boggy,Advanced / Unknown,NOUN,False,3
babble,C2,VERB,False,2
weedy,Advanced / Unknown,ADJ,False,2
noisy,A2,ADJ,False,2
downhill,Advanced / Unknown,ADV,False,6
lit,Advanced / Unknown,ADJ,False,1
gully,Advanced / Unknown,NOUN,False,3
arched,Advanced / Unknown,ADJ,False,3
cleft,Advanced / Unknown,NOUN,False,6
cliff,A1,NOUN,False,33
sunshine,A1,NOUN,False,4
drowsy,Advanced / Unknown,ADJ,False,2
wound,C1,VERB,False,29
lazily,Advanced / Unknown,ADV,False,1
arch_over,Advanced / Unknown,VERB,False,1
fallen,B2,ADJ,False,6
fleck,Advanced / Unknown,VERB,False,1
breeze,B1,NOUN,False,6
explore,B2,VERB,False,7
pass_out,Advanced / Unknown,VERB,False,4
footpath,Advanced / Unknown,NOUN,False,1
benefit,A1,NOUN,False,1
file_out,Advanced / Unknown,VERB,False,1
lush,B2,ADJ,False,1
pick_out,Advanced / Unknown,VERB,False,2
sounder,Advanced / Unknown,NOUN,False,1
rill,Advanced / Unknown,NOUN,False,1
brushwood,Advanced / Unknown,NOUN,False,2
buzz,A2,VERB,False,3
sleepiness,Advanced / Unknown,NOUN,False,4
nap,B1,NOUN,False,2
stupidly,Advanced / Unknown,ADV,False,1
overwhelm,B2,VERB,False,2
fluttering,Advanced / Unknown,NOUN,False,1
hoary,Advanced / Unknown,ADJ,False,2
sprawl,C2,VERB,False,3
knotted,Advanced / Unknown,ADJ,False,1
fissure,C2,NOUN,False,5
dazzle,B2,VERB,False,3
topple,C2,VERB,False,2
drag,B1,VERB,False,8
lie_down,Advanced / Unknown,VERB,False,11
spell,B1,NOUN,False,17
overpower,Advanced / Unknown,VERB,False,1
compelling,Advanced / Unknown,ADJ,False,1
bathe,A2,VERB,False,5
riverward,Advanced / Unknown,NOUN,False,1
grow_out,Advanced / Unknown,VERB,False,2
dragonet,Advanced / Unknown,NOUN,False,1
strain_down,Advanced / Unknown,VERB,False,1
straddle,Advanced / Unknown,VERB,False,1
cavern,Advanced / Unknown,NOUN,False,2
uncanny,C2,ADJ,False,3
hark,Advanced / Unknown,VERB,False,1
stagger_off,Advanced / Unknown,VERB,False,1
snick,Advanced / Unknown,NOUN,False,1
hold_down,Advanced / Unknown,VERB,False,1
jacket,B2,NOUN,False,10
haul_on,Advanced / Unknown,VERB,False,1
cough,B2,VERB,False,2
beastly,Advanced / Unknown,ADJ,False,1
throw_in,Advanced / Unknown,VERB,False,1
tip_in,Advanced / Unknown,VERB,False,1
pair,A2,NOUN,False,6
pincer,Advanced / Unknown,NOUN,False,1
frantically,B2,ADV,False,2
foul,A2,ADJ,False,10
wildly,C1,ADV,False,9
heedless,Advanced / Unknown,ADJ,False,2
perceptible,Advanced / Unknown,ADJ,False,1
axe,B1,NOUN,False,11
hatchet,Advanced / Unknown,NOUN,False,2
chop,B2,VERB,False,2
firewood,Advanced / Unknown,NOUN,False,4
doubtfully,Advanced / Unknown,ADV,False,6
succeed,A1,VERB,False,4
roast,A1,VERB,False,4
have_down,Advanced / Unknown,VERB,False,1
tinder,Advanced / Unknown,NOUN,False,3
heap,A1,VERB,False,2
prisoner,B2,NOUN,False,3
spark,A1,NOUN,False,3
kindle,Advanced / Unknown,VERB,False,7
flurry,Advanced / Unknown,NOUN,False,1
scorch,Advanced / Unknown,VERB,False,4
tremor,B1,NOUN,False,1
scream,B2,NOUN,False,5
violently,B2,ADV,False,1
outwards,Advanced / Unknown,ADV,False,5
set_up,Advanced / Unknown,VERB,False,3
stamp_out,Advanced / Unknown,VERB,False,1
clamour,Advanced / Unknown,NOUN,False,2
witless,Advanced / Unknown,ADJ,False,1
carelessly,A2,ADV,False,1
dol,Tolkien Lore (Names/Places),PROPN,False,20
dong,Advanced / Unknown,X,False,2
dillo,Tolkien Lore (Names/Places),X,False,4
fal,Tolkien Lore (Names/Places),PROPN,False,1
lal,Tolkien Lore (Names/Places),PROPN,False,1
tom,Tolkien Lore (Names/Places),PROPN,False,134
bom,Tolkien Lore (Names/Places),PROPN,False,1
bombadillo,Tolkien Lore (Names/Places),PROPN,False,3
hopeful,A1,ADJ,False,5
rise_up,Advanced / Unknown,VERB,False,4
derry,Tolkien Lore (Names/Places),PROPN,False,7
darling,B2,NOUN,False,1
feathered,Advanced / Unknown,ADJ,False,1
starling,Advanced / Unknown,NOUN,False,2
woman,C1,NOUN,False,5
bombadil,Tolkien Lore (Names/Places),PROPN,False,34
lily,B2,NOUN,False,12
goldberry,Tolkien Lore (Names/Places),PROPN,False,32
berry,A2,NOUN,False,5
bringing,Advanced / Unknown,NOUN,False,1
enchant,Advanced / Unknown,VERB,False,4
puff_out,Advanced / Unknown,VERB,False,1
band,B1,NOUN,False,2
slump_along,Advanced / Unknown,VERB,False,1
cow,A2,NOUN,False,8
crease,A2,VERB,False,1
wrinkle,Advanced / Unknown,NOUN,False,1
tray,A2,NOUN,False,6
steady,A1,ADJ,False,8
breathlessly,Advanced / Unknown,ADV,False,2
leap_up,Advanced / Unknown,VERB,False,4
naught,Tolkien Lore (Names/Places),NOUN,False,8
marrow,Advanced / Unknown,NOUN,False,2
behave,A1,VERB,False,3
sing_off,Advanced / Unknown,VERB,False,1
break_off,Advanced / Unknown,VERB,False,5
smite,Advanced / Unknown,VERB,False,6
widen,C1,VERB,False,4
split,A2,NOUN,False,2
burst_out,Advanced / Unknown,VERB,False,1
cream,B1,NOUN,False,3
honeycomb,Advanced / Unknown,NOUN,False,2
beckoning,Advanced / Unknown,ADJ,False,1
nonsensically,Advanced / Unknown,ADV,False,1
surprised,B1,ADJ,False,6
relieved,B2,ADJ,False,3
float,A1,VERB,False,9
halloo,Advanced / Unknown,NOUN,False,1
pane,Advanced / Unknown,NOUN,False,2
slanting,Advanced / Unknown,ADJ,False,1
threaten,A2,VERB,False,5
curl,A2,VERB,False,9
leaden,Advanced / Unknown,ADJ,False,1
knobbly,Advanced / Unknown,ADJ,False,1
gloome,Advanced / Unknown,VERB,False,1
leer_down,Advanced / Unknown,VERB,False,1
unreal,Advanced / Unknown,ADJ,False,1
awakening,Advanced / Unknown,NOUN,False,1
standstill,A1,NOUN,False,1
foam,Advanced / Unknown,NOUN,False,15
step_out,Advanced / Unknown,VERB,False,2
well_up,Advanced / Unknown,VERB,False,1
swift,B2,ADJ,False,31
merrily,Advanced / Unknown,ADV,False,4
mow,Advanced / Unknown,VERB,False,2
grassy,Advanced / Unknown,ADJ,False,4
knoll,Tolkien Lore (Names/Places),PROPN,False,3
flow_out,Advanced / Unknown,VERB,False,1
stalk,Advanced / Unknown,VERB,False,5
roll_out,Advanced / Unknown,VERB,False,2
heartie,Advanced / Unknown,NOUN,False,3
cloudy,B2,ADJ,False,2
bud,B1,VERB,False,1
heather,Advanced / Unknown,NOUN,False,7
threshold,Advanced / Unknown,NOUN,False,8
polished,Advanced / Unknown,ADJ,False,5
gown,A1,NOUN,False,2
vessel,A2,NOUN,False,3
earthenware,Tolkien Lore (Names/Places),PROPN,False,2
enthrone,Advanced / Unknown,VERB,False,1
awkward,B1,ADJ,False,2
cottage,B2,NOUN,False,1
bowl,A2,NOUN,False,3
spread_out,Advanced / Unknown,VERB,False,3
shut_out,Advanced / Unknown,VERB,False,3
untame,Advanced / Unknown,NOUN,False,1
lofty,Advanced / Unknown,ADJ,False,7
waterfall,B2,NOUN,False,5
herself,B1,PRON,True,4
grace,B1,NOUN,False,2
ding,Tolkien Lore (Names/Places),NOUN,False,3
asking,Advanced / Unknown,NOUN,False,1
questioningly,Advanced / Unknown,ADV,False,1
girdle,Advanced / Unknown,NOUN,False,3
cheese,A2,NOUN,False,2
clean,A1,VERB,False,14
grimy,Advanced / Unknown,ADJ,False,1
cast_off,Advanced / Unknown,VERB,False,2
comb_out,Advanced / Unknown,VERB,False,1
penthouse,Advanced / Unknown,NOUN,False,1
strew,Advanced / Unknown,VERB,False,3
mattress,Advanced / Unknown,NOUN,False,2
bench,A1,NOUN,False,2
basin,A2,NOUN,False,6
ewer,Advanced / Unknown,NOUN,False,2
slipper,Advanced / Unknown,NOUN,False,1
famished,Advanced / Unknown,ADJ,False,1
footstool,Advanced / Unknown,NOUN,False,1
chimney,A2,NOUN,False,6
shelf,B1,NOUN,False,6
nightly,Advanced / Unknown,ADJ,False,4
eyelid,B1,NOUN,False,1
nay,Tolkien Lore (Names/Places),INTJ,False,8
singer,B1,NOUN,False,2
maze,Advanced / Unknown,NOUN,False,1
withy,Tolkien Lore (Names/Places),PROPN,False,1
upright,A1,ADJ,False,2
take_down,Advanced / Unknown,VERB,False,1
blow_out,Advanced / Unknown,VERB,False,3
wool,C1,NOUN,False,2
pierce,Advanced / Unknown,VERB,False,18
pinnacle,C1,NOUN,False,5
crying,Advanced / Unknown,NOUN,False,1
fell,Tolkien Lore (Names/Places),ADJ,False,12
howling,Advanced / Unknown,NOUN,False,4
wing,C1,NOUN,False,19
staff,B2,NOUN,False,26
sweep_down,Advanced / Unknown,VERB,False,1
yammer,Advanced / Unknown,VERB,False,2
gallop,Advanced / Unknown,VERB,False,10
waken,Advanced / Unknown,VERB,False,4
unremembered,Advanced / Unknown,ADJ,False,1
pleasantly,B2,ADV,False,1
groan,Tolkien Lore (Names/Places),VERB,False,4
squeak,Advanced / Unknown,NOUN,False,4
fret,Advanced / Unknown,VERB,False,2
shoreless,Advanced / Unknown,NOUN,False,2
flagstone,Advanced / Unknown,NOUN,False,1
log,B2,NOUN,False,11
draw_back,Advanced / Unknown,VERB,False,3
pock,Advanced / Unknown,VERB,False,1
hoof,Advanced / Unknown,NOUN,False,1
screen,A1,VERB,False,4
bean,B1,NOUN,False,2
soiled,Advanced / Unknown,ADJ,False,1
stain,B2,VERB,False,13
glimmering,Advanced / Unknown,ADJ,False,5
sloping,Advanced / Unknown,ADJ,False,1
channel,B2,NOUN,False,6
plume,C2,NOUN,False,6
billow,Advanced / Unknown,NOUN,False,2
rainy,B1,ADJ,False,1
hilltop,Advanced / Unknown,NOUN,False,1
underfoot,Advanced / Unknown,NOUN,False,1
nought,B1,NOUN,False,2
del,Tolkien Lore (Names/Places),PROPN,False,2
needless,B2,ADJ,False,2
clatter,Advanced / Unknown,VERB,False,3
stair,B2,NOUN,False,34
drip_down,Advanced / Unknown,VERB,False,1
unbroken,Advanced / Unknown,ADJ,False,5
sing_up,Advanced / Unknown,VERB,False,1
spill,B1,VERB,False,2
chalky,Advanced / Unknown,ADJ,False,1
bubble_down,Advanced / Unknown,VERB,False,1
ward_off,Advanced / Unknown,VERB,False,1
cleaning,Advanced / Unknown,NOUN,False,1
bee,A1,NOUN,False,1
biting,Advanced / Unknown,NOUN,False,1
breaking,Tolkien Lore (Names/Places),NOUN,False,2
hacking,Advanced / Unknown,NOUN,False,1
destroyer,Advanced / Unknown,NOUN,False,1
usurper,Advanced / Unknown,NOUN,False,1
survivor,A1,NOUN,False,1
countless,A2,ADJ,False,5
rotten,B2,ADJ,False,1
thread,B2,NOUN,False,8
bubble,B2,VERB,False,7
pebble,B1,NOUN,False,2
cranny,Advanced / Unknown,NOUN,False,1
sheep,A1,NOUN,False,4
bleat,Advanced / Unknown,VERB,False,1
flock,A2,NOUN,False,4
fortress,Tolkien Lore (Names/Places),NOUN,False,7
metal,B1,NOUN,False,6
victory,A2,NOUN,False,8
bier,Advanced / Unknown,NOUN,False,1
wight,Tolkien Lore (Names/Places),NOUN,False,10
clink,Advanced / Unknown,NOUN,False,1
tooth,B1,NOUN,False,11
nestle,Advanced / Unknown,VERB,False,3
sing_out,Advanced / Unknown,VERB,False,1
sire,Advanced / Unknown,NOUN,False,4
withdraw,C1,VERB,False,9
heavens,Tolkien Lore (Names/Places),PROPN,False,1
raindrop,Advanced / Unknown,NOUN,False,1
acorn,Advanced / Unknown,NOUN,False,1
graf,Advanced / Unknown,NOUN,False,1
fearless,Advanced / Unknown,ADJ,False,5
frame,B1,VERB,False,2
shield,B2,VERB,False,8
shell,A2,NOUN,False,1
capering,Advanced / Unknown,NOUN,False,1
blaze,A2,VERB,False,8
stocking,Advanced / Unknown,NOUN,False,1
ring_out,Advanced / Unknown,VERB,False,5
mirth,Advanced / Unknown,NOUN,False,3
know_down,Advanced / Unknown,VERB,False,1
draw_out,Advanced / Unknown,VERB,False,11
candlelight,Advanced / Unknown,NOUN,False,1
spin,B1,VERB,False,1
trinket,Advanced / Unknown,NOUN,False,2
juggler,Advanced / Unknown,NOUN,False,1
prompt,A1,VERB,False,1
annoyed,B1,ADJ,False,4
perilously,Advanced / Unknown,ADV,False,1
blankly,Advanced / Unknown,ADV,False,2
aught,Advanced / Unknown,VERB,False,2
wights,Tolkien Lore (Names/Places),PROPN,False,1
falter,A2,VERB,False,7
harken,Advanced / Unknown,VERB,False,2
bedroom,B1,NOUN,False,4
washed,Advanced / Unknown,ADJ,False,1
frisky,Advanced / Unknown,ADJ,False,1
restlessly,Advanced / Unknown,ADV,False,3
bid,B1,VERB,False,18
ride_off,Advanced / Unknown,VERB,False,3
slant_up,Advanced / Unknown,VERB,False,1
dismount,Advanced / Unknown,VERB,False,3
distressed,Advanced / Unknown,ADJ,False,2
ripple_down,Advanced / Unknown,VERB,False,1
beckon,Advanced / Unknown,VERB,False,4
dewy,Advanced / Unknown,ADJ,False,1
hasten_up,Advanced / Unknown,VERB,False,1
breathless,A2,ADJ,False,5
russet,Advanced / Unknown,NOUN,False,1
swelling,Advanced / Unknown,NOUN,False,1
featureless,Advanced / Unknown,ADJ,False,2
eyesight,B1,NOUN,False,1
hem,Advanced / Unknown,NOUN,False,4
skip,A2,NOUN,False,1
fainthearted,Advanced / Unknown,ADJ,False,1
jog,B1,VERB,False,3
crumple,Advanced / Unknown,VERB,False,1
lusty,Advanced / Unknown,ADJ,False,1
blessing,B2,NOUN,False,4
springy,Advanced / Unknown,ADJ,False,1
steam_up,Advanced / Unknown,VERB,False,1
mould,A2,NOUN,False,1
flatten,Advanced / Unknown,VERB,False,2
saucer,A1,NOUN,False,1
mounded,Advanced / Unknown,ADJ,False,1
stirring,Advanced / Unknown,NOUN,False,1
ride_across,Advanced / Unknown,VERB,False,1
northwards,Advanced / Unknown,ADV,False,8
deceptive,B1,ADJ,False,1
jog_on,Advanced / Unknown,VERB,False,1
jagged,Advanced / Unknown,ADJ,False,3
gum,A1,NOUN,False,2
landmark,Advanced / Unknown,NOUN,False,1
unburden,Advanced / Unknown,VERB,False,1
uncomfortably,A1,ADV,False,2
standing,A1,ADJ,False,5
watery,Advanced / Unknown,ADJ,False,1
central,B2,ADJ,False,1
damper,Advanced / Unknown,NOUN,False,1
lank,Advanced / Unknown,ADJ,False,1
forehead,A2,NOUN,False,3
bedewed,Advanced / Unknown,ADJ,False,1
separate,B1,VERB,False,3
stretch_on,Advanced / Unknown,VERB,False,1
endlessly,B1,ADV,False,6
bewilderment,B1,NOUN,False,1
slightly,A1,ADV,False,2
headless,Advanced / Unknown,ADJ,False,1
rear,A2,VERB,False,10
fall_off,Advanced / Unknown,VERB,False,1
hoy,Tolkien Lore (Names/Places),PROPN,False,6
plunge_off,Advanced / Unknown,VERB,False,1
uphill,Advanced / Unknown,ADV,False,2
trail_off,Advanced / Unknown,VERB,False,1
cling,Advanced / Unknown,VERB,False,7
sweat,A1,VERB,False,2
chilled,Advanced / Unknown,ADJ,False,1
miserably,Advanced / Unknown,ADV,False,3
shred,Advanced / Unknown,NOUN,False,3
tatter,A2,NOUN,False,1
overhead,Advanced / Unknown,ADV,False,6
unveil,Advanced / Unknown,VERB,False,1
imprison,B1,VERB,False,1
hopelessly,Advanced / Unknown,ADV,False,1
breast,B1,NOUN,False,12
jogging,A2,NOUN,False,1
seed,B2,NOUN,False,3
harden,Advanced / Unknown,VERB,False,3
stiffen,C1,VERB,False,1
limp,A1,ADJ,False,1
prey,Advanced / Unknown,NOUN,False,1
greenish,Advanced / Unknown,ADJ,False,2
deathly,Advanced / Unknown,ADV,False,1
unlovely,Advanced / Unknown,ADJ,False,1
circlet,Advanced / Unknown,NOUN,False,5
naked,B2,ADJ,False,7
immeasurably,Advanced / Unknown,ADV,False,2
moan,Advanced / Unknown,NOUN,False,2
formless,Advanced / Unknown,ADJ,False,3
grim,B2,ADJ,False,10
heartless,Advanced / Unknown,ADJ,False,1
rail,B1,VERB,False,3
bereaved,Advanced / Unknown,ADJ,False,1
warmth,B2,NOUN,False,3
incantation,Advanced / Unknown,NOUN,False,2
mare,Advanced / Unknown,NOUN,False,1
stony,Advanced / Unknown,ADJ,False,13
lift_over,Advanced / Unknown,VERB,False,1
withered,Advanced / Unknown,ADJ,False,5
grieve,A2,VERB,False,4
waver,Advanced / Unknown,VERB,False,4
resolve,A2,VERB,False,4
kneel,B1,VERB,False,2
hew,Advanced / Unknown,VERB,False,9
wrist,C1,NOUN,False,1
splinter_up,Advanced / Unknown,VERB,False,1
shriek,Advanced / Unknown,NOUN,False,3
chamber,Tolkien Lore (Names/Places),PROPN,False,27
drum,A2,VERB,False,16
rumble,C1,VERB,False,4
